mouth_aperture,mouth_spread,mouth_ratio,upper_lip_thickness,lower_lip_thickness,mouth_area,left_eye_openness,right_eye_openness,avg_eye_openness,left_brow_height,right_brow_height,left_brow_to_eye,right_brow_to_eye,nostril_width,nose_scrunch_ratio,left_cheek_height,right_cheek_height,left_nasolabial,right_nasolabial,nose_to_bridge_vertical,face_height,head_turn,label,burst_id,frame_number
0.2694664387412833,0.6344704110693822,0.4247108045387099,0.1290787975687101,0.18057269632869605,0.11059968064502439,0.15913972361999187,0.16580437869087483,0.16247205115543334,-0.5095769743210091,-0.5268276628907694,0.4259440304068286,0.4223331101982191,0.43144895319904386,1.1517791900478178,0.895542126555022,0.9071205485898209,0.39098971861545045,0.43253726125241937,0.5768817104452556,2.2692368344316005,-0.0641867583784417,EE,1771386970,0
0.32821473223976616,0.6343080758863779,0.5174374167964376,0.14513152323227124,0.17545385606557143,0.1375492421675005,0.15967699897434057,0.1894580353826092,0.17456751717847488,-0.5480238028085584,-0.5690647488664595,0.4658797945548555,0.45701085559528265,0.4305254299421988,1.155613484583759,0.9336931573106192,0.9303655304430736,0.40702907243929726,0.4461159241817421,0.5812481684766588,2.318330340127421,-0.055521973290770694,EE,1771386970,1
0.35859252048956186,0.6252582124519321,0.5735110924546701,0.16047057942220186,0.1774936320029368,0.14977519769273878,0.1694277032656782,0.18262325682038572,0.17602548004303195,-0.5764060473558617,-0.5681060496874356,0.48957692289821914,0.46177124710578243,0.4331080612932115,1.1467130921683821,0.914260977095861,0.9014890987831465,0.42639656548541405,0.458272173546244,0.5689991981525225,2.292280788056073,-0.0495063790277474,EE,1771386970,2
0.32423888948009244,0.6549478631556711,0.4950606112642982,0.18111085903251362,0.1828765127415569,0.1438179420856387,0.17492793981430302,0.1897227727410248,0.1823253562776639,-0.5844072622590877,-0.5599950020795733,0.49700943141330417,0.4531271683851319,0.4283308654986912,1.143462349519057,0.913907060254446,0.8962496474089304,0.41923832662581384,0.4460265569299533,0.578970980950308,2.288812544793351,-0.0403729404542613,EE,1771386970,3
0.315988649888605,0.6580444552884532,0.4801934692240384,0.17525768296487287,0.16962744000730645,0.13858503955749724,0.17201781259379142,0.18746864859871745,0.17974323059625444,-0.5773668033202958,-0.5571251784496495,0.49637498958159376,0.4527675108251792,0.4271101594525337,1.1386042880633631,0.9096708707286185,0.8882541260243312,0.4228588443980383,0.4531739907743225,0.566065657187188,2.2560228743098953,-0.029814075595891578,EE,1771386970,4
0.2242641939250837,0.6954874679335995,0.322456125041918,0.1743296888826197,0.1605124620636308,0.10550256146936225,0.1757234963958543,0.1856357759586671,0.18067963617726068,-0.5782716667447287,-0.5606711047269813,0.4964700359436958,0.4595554928307404,0.4312335617237071,1.1259388549261804,0.8913626629454043,0.8722382028125796,0.4028549202664202,0.44066971691184337,0.5728340179068151,2.1938838116345285,-0.027089146360261402,EE,1771386970,5
0.21096794603052543,0.7212395889129843,0.2925074403479232,0.16326415524139373,0.1844272426192982,0.10375259882166736,0.18814456524767423,0.19587923845056537,0.19201190184911981,-0.5888108006926766,-0.5721811645774663,0.4919306288012985,0.46852213968864925,0.4423006774209335,1.1317686097086772,0.8949736556057235,0.8799621460478335,0.3946508761287274,0.44363070620273165,0.5700273414162478,2.227826293163741,-0.011344081590586938,EE,1771386970,6
0.2004418130734577,0.7271603965149915,0.2756500684499603,0.16277141118515837,0.1823470360471437,0.09917274626423642,0.19698447269637573,0.19752487944829525,0.1972546760723355,-0.5810528417161487,-0.5813273193395835,0.4844541812654596,0.4778921980230438,0.44787604236250333,1.1310690682208713,0.8913204450702923,0.8951541467425226,0.3812156073005317,0.42960098101824784,0.5699047247790926,2.2123912802496664,-0.008079467787112323,EE,1771386970,7
0.2152921911922402,0.6962388796751532,0.3092217304679823,0.15337281674285058,0.16915962423652742,0.10213826451028313,0.19469186486478868,0.19600374183913807,0.1953478033519634,-0.5655578587283723,-0.5739167445777215,0.4684916193315418,0.4654513793134698,0.44806966152456784,1.130592509112784,0.8796342441399769,0.8859634959211434,0.3885630688059537,0.43007244131796946,0.5631348050228827,2.208369636300482,-0.0033236471815206296,EE,1771386970,8
0.21882868301475727,0.6946439522392989,0.31502280025519125,0.148924511044521,0.16281005681379263,0.10396190318450337,0.19155517847113393,0.18379465272500536,0.18767491559806965,-0.5881579153548593,-0.5842183070207816,0.48963555494840433,0.47792513518755325,0.446698539387421,1.130372701613872,0.8910507006761401,0.8827556622611289,0.38042393991557166,0.42488419780929254,0.5761526979838085,2.213021041142973,-0.005109500838082742,EE,1771386970,9
0.22358802057414984,0.7109226713162414,0.3145039954348152,0.14613500583403866,0.16697178810744856,0.10851493438491698,0.2070393399629772,0.18587644264530812,0.19645789130414265,-0.5706568407666799,-0.5743415944598901,0.4681689495064337,0.47093829568184403,0.4476827780619148,1.1282716619873199,0.885532993521253,0.8833146425122287,0.40606509968208077,0.44656649650715263,0.567735039044433,2.214377144502978,-0.004454913397977493,EE,1771386970,10
